Year,Gebietseinheit,Kategorien,GeoCode,Value
1994,Emsland,Flaeche,K03454,1886
1995,Emsland,Flaeche,K03454,1668
1996,Emsland,Flaeche,K03454,2474
1997,Emsland,Flaeche,K03454,1805
1998,Emsland,Flaeche,K03454,2345
1999,Emsland,Flaeche,K03454,2061
2000,Emsland,Flaeche,K03454,2101
2001,Emsland,Flaeche,K03454,2517
2002,Emsland,Flaeche,K03454,1991
2003,Emsland,Flaeche,K03454,1525
2004,Emsland,Flaeche,K03454,1470
2005,Emsland,Flaeche,K03454,1411
2006,Emsland,Flaeche,K03454,1304
2007,Emsland,Flaeche,K03454,2676
2008,Emsland,Flaeche,K03454,1537
2009,Emsland,Flaeche,K03454,556
2010,Emsland,Flaeche,K03454,834
2011,Emsland,Flaeche,K03454,850
2012,Emsland,Flaeche,K03454,1041
2013,Emsland,Flaeche,K03454,1146
2014,Emsland,Flaeche,K03454,1186
2015,Emsland,Flaeche,K03454,1252
2016,Emsland,Flaeche,K03454,1550
2017,Emsland,Flaeche,K03454,1204
2018,Emsland,Flaeche,K03454,1283
2019,Emsland,Flaeche,K03454,1538
1991,Friesland,Flaeche,K03455,385
1992,Friesland,Flaeche,K03455,412
1993,Friesland,Flaeche,K03455,867
1994,Friesland,Flaeche,K03455,563
1995,Friesland,Flaeche,K03455,339
1996,Friesland,Flaeche,K03455,547
1997,Friesland,Flaeche,K03455,701
1998,Friesland,Flaeche,K03455,813
1999,Friesland,Flaeche,K03455,614
2000,Friesland,Flaeche,K03455,530
2001,Friesland,Flaeche,K03455,510
2002,Friesland,Flaeche,K03455,393
2003,Friesland,Flaeche,K03455,354
2004,Friesland,Flaeche,K03455,309
2005,Friesland,Flaeche,K03455,317
2006,Friesland,Flaeche,K03455,489
2007,Friesland,Flaeche,K03455,297
2008,Friesland,Flaeche,K03455,205
2009,Friesland,Flaeche,K03455,193
2010,Friesland,Flaeche,K03455,234
2011,Friesland,Flaeche,K03455,186
2012,Friesland,Flaeche,K03455,215
2013,Friesland,Flaeche,K03455,263
2014,Friesland,Flaeche,K03455,222
2015,Friesland,Flaeche,K03455,440
2016,Friesland,Flaeche,K03455,384
2017,Friesland,Flaeche,K03455,315
2018,Friesland,Flaeche,K03455,420
2019,Friesland,Flaeche,K03455,337
1991,Grafschaft Bentheim,Flaeche,K03456,563
1992,Grafschaft Bentheim,Flaeche,K03456,860
1993,Grafschaft Bentheim,Flaeche,K03456,993
1994,Grafschaft Bentheim,Flaeche,K03456,714
1995,Grafschaft Bentheim,Flaeche,K03456,693
1996,Grafschaft Bentheim,Flaeche,K03456,754
1997,Grafschaft Bentheim,Flaeche,K03456,643
1998,Grafschaft Bentheim,Flaeche,K03456,894
1999,Grafschaft Bentheim,Flaeche,K03456,743
2000,Grafschaft Bentheim,Flaeche,K03456,830
2001,Grafschaft Bentheim,Flaeche,K03456,963
2002,Grafschaft Bentheim,Flaeche,K03456,817
2003,Grafschaft Bentheim,Flaeche,K03456,834
2004,Grafschaft Bentheim,Flaeche,K03456,865
2005,Grafschaft Bentheim,Flaeche,K03456,726
2006,Grafschaft Bentheim,Flaeche,K03456,606
2007,Grafschaft Bentheim,Flaeche,K03456,1066
2008,Grafschaft Bentheim,Flaeche,K03456,2306
2009,Grafschaft Bentheim,Flaeche,K03456,438
2010,Grafschaft Bentheim,Flaeche,K03456,563
2011,Grafschaft Bentheim,Flaeche,K03456,420
2012,Grafschaft Bentheim,Flaeche,K03456,613
2013,Grafschaft Bentheim,Flaeche,K03456,480
2014,Grafschaft Bentheim,Flaeche,K03456,576
2015,Grafschaft Bentheim,Flaeche,K03456,573
2016,Grafschaft Bentheim,Flaeche,K03456,720
2017,Grafschaft Bentheim,Flaeche,K03456,630
2018,Grafschaft Bentheim,Flaeche,K03456,568
2019,Grafschaft Bentheim,Flaeche,K03456,648
1991,Leer,Flaeche,K03457,1063
1992,Leer,Flaeche,K03457,1363
1993,Leer,Flaeche,K03457,1486
1994,Leer,Flaeche,K03457,3069
1995,Leer,Flaeche,K03457,1151
1996,Leer,Flaeche,K03457,1461
1997,Leer,Flaeche,K03457,1576
1998,Leer,Flaeche,K03457,1491
1999,Leer,Flaeche,K03457,2519
2000,Leer,Flaeche,K03457,1199
2001,Leer,Flaeche,K03457,997
2002,Leer,Flaeche,K03457,876
2003,Leer,Flaeche,K03457,609
2004,Leer,Flaeche,K03457,570
2005,Leer,Flaeche,K03457,513
2006,Leer,Flaeche,K03457,483
2007,Leer,Flaeche,K03457,617
2008,Leer,Flaeche,K03457,573
2009,Leer,Flaeche,K03457,492
2010,Leer,Flaeche,K03457,512
2011,Leer,Flaeche,K03457,661
2012,Leer,Flaeche,K03457,739
2013,Leer,Flaeche,K03457,594
2014,Leer,Flaeche,K03457,946
2015,Leer,Flaeche,K03457,654
2016,Leer,Flaeche,K03457,747
2017,Leer,Flaeche,K03457,626
2018,Leer,Flaeche,K03457,718
2019,Leer,Flaeche,K03457,552
1991,Oldenburg,Flaeche,K03458,1173
1992,Oldenburg,Flaeche,K03458,841
1993,Oldenburg,Flaeche,K03458,835
1994,Oldenburg,Flaeche,K03458,864
1995,Oldenburg,Flaeche,K03458,793
1996,Oldenburg,Flaeche,K03458,675
1997,Oldenburg,Flaeche,K03458,967
1998,Oldenburg,Flaeche,K03458,1397
1999,Oldenburg,Flaeche,K03458,968
2000,Oldenburg,Flaeche,K03458,778
2001,Oldenburg,Flaeche,K03458,551
2002,Oldenburg,Flaeche,K03458,679
2003,Oldenburg,Flaeche,K03458,500
2004,Oldenburg,Flaeche,K03458,434
2005,Oldenburg,Flaeche,K03458,486
2006,Oldenburg,Flaeche,K03458,517
2007,Oldenburg,Flaeche,K03458,519
2008,Oldenburg,Flaeche,K03458,530
2009,Oldenburg,Flaeche,K03458,249
2010,Oldenburg,Flaeche,K03458,351
2011,Oldenburg,Flaeche,K03458,324
2012,Oldenburg,Flaeche,K03458,444
2013,Oldenburg,Flaeche,K03458,637
2014,Oldenburg,Flaeche,K03458,359
2015,Oldenburg,Flaeche,K03458,447
2016,Oldenburg,Flaeche,K03458,493
2017,Oldenburg,Flaeche,K03458,377
2018,Oldenburg,Flaeche,K03458,712
2019,Oldenburg,Flaeche,K03458,414
1991,Osnabr�ck,Flaeche,K03459,1509
1992,Osnabr�ck,Flaeche,K03459,1563
1993,Osnabr�ck,Flaeche,K03459,1942
1994,Osnabr�ck,Flaeche,K03459,2509
1995,Osnabr�ck,Flaeche,K03459,1579
1996,Osnabr�ck,Flaeche,K03459,1212
1997,Osnabr�ck,Flaeche,K03459,1217
1998,Osnabr�ck,Flaeche,K03459,1679
1999,Osnabr�ck,Flaeche,K03459,1966
2000,Osnabr�ck,Flaeche,K03459,1054
2001,Osnabr�ck,Flaeche,K03459,1027
2002,Osnabr�ck,Flaeche,K03459,987
2003,Osnabr�ck,Flaeche,K03459,899
2004,Osnabr�ck,Flaeche,K03459,594
2005,Osnabr�ck,Flaeche,K03459,827
2006,Osnabr�ck,Flaeche,K03459,1043
2007,Osnabr�ck,Flaeche,K03459,779
2008,Osnabr�ck,Flaeche,K03459,570
2009,Osnabr�ck,Flaeche,K03459,231
2010,Osnabr�ck,Flaeche,K03459,358
2011,Osnabr�ck,Flaeche,K03459,1005
2012,Osnabr�ck,Flaeche,K03459,1259
2013,Osnabr�ck,Flaeche,K03459,1661
2014,Osnabr�ck,Flaeche,K03459,882
2015,Osnabr�ck,Flaeche,K03459,1205
2016,Osnabr�ck,Flaeche,K03459,1459
2017,Osnabr�ck,Flaeche,K03459,1219
2018,Osnabr�ck,Flaeche,K03459,1153
2019,Osnabr�ck,Flaeche,K03459,966
1991,Vechta,Flaeche,K03460,1281
1992,Vechta,Flaeche,K03460,1516
1993,Vechta,Flaeche,K03460,1303
1994,Vechta,Flaeche,K03460,1484
1995,Vechta,Flaeche,K03460,1436
1996,Vechta,Flaeche,K03460,853
1997,Vechta,Flaeche,K03460,998
1998,Vechta,Flaeche,K03460,1347
1999,Vechta,Flaeche,K03460,1487
2000,Vechta,Flaeche,K03460,851
2001,Vechta,Flaeche,K03460,879
2002,Vechta,Flaeche,K03460,1406
2003,Vechta,Flaeche,K03460,918
2004,Vechta,Flaeche,K03460,689
2005,Vechta,Flaeche,K03460,720
2006,Vechta,Flaeche,K03460,588
2007,Vechta,Flaeche,K03460,703
2008,Vechta,Flaeche,K03460,790
2009,Vechta,Flaeche,K03460,584
2010,Vechta,Flaeche,K03460,1035
2011,Vechta,Flaeche,K03460,774
2012,Vechta,Flaeche,K03460,971
2013,Vechta,Flaeche,K03460,817
2014,Vechta,Flaeche,K03460,563
2015,Vechta,Flaeche,K03460,884
2016,Vechta,Flaeche,K03460,883
2017,Vechta,Flaeche,K03460,890
2018,Vechta,Flaeche,K03460,692
2019,Vechta,Flaeche,K03460,823
1991,Wesermarsch,Flaeche,K03461,544
1992,Wesermarsch,Flaeche,K03461,609
1993,Wesermarsch,Flaeche,K03461,612
1994,Wesermarsch,Flaeche,K03461,559
1995,Wesermarsch,Flaeche,K03461,821
1996,Wesermarsch,Flaeche,K03461,737
1997,Wesermarsch,Flaeche,K03461,744
1998,Wesermarsch,Flaeche,K03461,718
1999,Wesermarsch,Flaeche,K03461,658
2000,Wesermarsch,Flaeche,K03461,511
2001,Wesermarsch,Flaeche,K03461,783
2002,Wesermarsch,Flaeche,K03461,381
2003,Wesermarsch,Flaeche,K03461,242
2004,Wesermarsch,Flaeche,K03461,183
2005,Wesermarsch,Flaeche,K03461,210
2006,Wesermarsch,Flaeche,K03461,119
2007,Wesermarsch,Flaeche,K03461,467
2008,Wesermarsch,Flaeche,K03461,466
2009,Wesermarsch,Flaeche,K03461,446
2010,Wesermarsch,Flaeche,K03461,214
2011,Wesermarsch,Flaeche,K03461,305
2012,Wesermarsch,Flaeche,K03461,214
2013,Wesermarsch,Flaeche,K03461,254
2014,Wesermarsch,Flaeche,K03461,95
2015,Wesermarsch,Flaeche,K03461,378
2016,Wesermarsch,Flaeche,K03461,208
2017,Wesermarsch,Flaeche,K03461,286
2018,Wesermarsch,Flaeche,K03461,244
2019,Wesermarsch,Flaeche,K03461,360
1991,Wittmund,Flaeche,K03462,389
1992,Wittmund,Flaeche,K03462,424
1993,Wittmund,Flaeche,K03462,825
1994,Wittmund,Flaeche,K03462,692
1995,Wittmund,Flaeche,K03462,401
1996,Wittmund,Flaeche,K03462,442
1997,Wittmund,Flaeche,K03462,297
1998,Wittmund,Flaeche,K03462,701
1999,Wittmund,Flaeche,K03462,354
2000,Wittmund,Flaeche,K03462,248
2001,Wittmund,Flaeche,K03462,259
2002,Wittmund,Flaeche,K03462,234
2003,Wittmund,Flaeche,K03462,213
2004,Wittmund,Flaeche,K03462,109
2005,Wittmund,Flaeche,K03462,126
2006,Wittmund,Flaeche,K03462,126
2007,Wittmund,Flaeche,K03462,142
2008,Wittmund,Flaeche,K03462,67
2009,Wittmund,Flaeche,K03462,109
2010,Wittmund,Flaeche,K03462,71
2011,Wittmund,Flaeche,K03462,129
2012,Wittmund,Flaeche,K03462,160
2013,Wittmund,Flaeche,K03462,308
2014,Wittmund,Flaeche,K03462,215
2015,Wittmund,Flaeche,K03462,219
2016,Wittmund,Flaeche,K03462,221
2017,Wittmund,Flaeche,K03462,215
2018,Wittmund,Flaeche,K03462,271
2019,Wittmund,Flaeche,K03462,376
