Year,Gebietseinheit,Kategorien,GeoCode,Value
2006,Northeim,Fälle,K03155,158
2007,Northeim,Fälle,K03155,113
2008,Northeim,Fälle,K03155,118
2009,Northeim,Fälle,K03155,98
2010,Northeim,Fälle,K03155,112
2011,Northeim,Fälle,K03155,91
2012,Northeim,Fälle,K03155,120
2013,Northeim,Fälle,K03155,115
2014,Northeim,Fälle,K03155,127
2015,Northeim,Fälle,K03155,139
2016,Northeim,Fälle,K03155,156
2017,Northeim,Fälle,K03155,195
2018,Northeim,Fälle,K03155,152
2019,Northeim,Fälle,K03155,207
1991,Peine,Fälle,K03157,352
1992,Peine,Fälle,K03157,517
1993,Peine,Fälle,K03157,843
1994,Peine,Fälle,K03157,682
1995,Peine,Fälle,K03157,534
1996,Peine,Fälle,K03157,614
1997,Peine,Fälle,K03157,537
1998,Peine,Fälle,K03157,648
1999,Peine,Fälle,K03157,662
2000,Peine,Fälle,K03157,563
2001,Peine,Fälle,K03157,483
2002,Peine,Fälle,K03157,433
2003,Peine,Fälle,K03157,378
2004,Peine,Fälle,K03157,223
2005,Peine,Fälle,K03157,284
2006,Peine,Fälle,K03157,175
2007,Peine,Fälle,K03157,203
2008,Peine,Fälle,K03157,150
2009,Peine,Fälle,K03157,164
2010,Peine,Fälle,K03157,142
2011,Peine,Fälle,K03157,215
2012,Peine,Fälle,K03157,235
2013,Peine,Fälle,K03157,339
2014,Peine,Fälle,K03157,318
2015,Peine,Fälle,K03157,400
2016,Peine,Fälle,K03157,335
2017,Peine,Fälle,K03157,420
2018,Peine,Fälle,K03157,426
2019,Peine,Fälle,K03157,372
1991,Wolfenbttel,Fälle,K03158,304
1992,Wolfenbttel,Fälle,K03158,360
1993,Wolfenbttel,Fälle,K03158,635
1994,Wolfenbttel,Fälle,K03158,467
1995,Wolfenbttel,Fälle,K03158,454
1996,Wolfenbttel,Fälle,K03158,656
1997,Wolfenbttel,Fälle,K03158,483
1998,Wolfenbttel,Fälle,K03158,650
1999,Wolfenbttel,Fälle,K03158,616
2000,Wolfenbttel,Fälle,K03158,513
2001,Wolfenbttel,Fälle,K03158,369
2002,Wolfenbttel,Fälle,K03158,387
2003,Wolfenbttel,Fälle,K03158,297
2004,Wolfenbttel,Fälle,K03158,202
2005,Wolfenbttel,Fälle,K03158,284
2006,Wolfenbttel,Fälle,K03158,157
2007,Wolfenbttel,Fälle,K03158,148
2008,Wolfenbttel,Fälle,K03158,161
2009,Wolfenbttel,Fälle,K03158,154
2010,Wolfenbttel,Fälle,K03158,164
2011,Wolfenbttel,Fälle,K03158,163
2012,Wolfenbttel,Fälle,K03158,178
2013,Wolfenbttel,Fälle,K03158,163
2014,Wolfenbttel,Fälle,K03158,262
2015,Wolfenbttel,Fälle,K03158,223
2016,Wolfenbttel,Fälle,K03158,232
2017,Wolfenbttel,Fälle,K03158,177
2018,Wolfenbttel,Fälle,K03158,149
2019,Wolfenbttel,Fälle,K03158,349
1991,G”ttingen,Fälle,K03159,510
1992,G”ttingen,Fälle,K03159,736
1993,G”ttingen,Fälle,K03159,829
1994,G”ttingen,Fälle,K03159,712
1995,G”ttingen,Fälle,K03159,659
1996,G”ttingen,Fälle,K03159,840
1997,G”ttingen,Fälle,K03159,677
1998,G”ttingen,Fälle,K03159,755
1999,G”ttingen,Fälle,K03159,715
2000,G”ttingen,Fälle,K03159,546
2001,G”ttingen,Fälle,K03159,528
2002,G”ttingen,Fälle,K03159,516
2003,G”ttingen,Fälle,K03159,584
2004,G”ttingen,Fälle,K03159,351
2005,G”ttingen,Fälle,K03159,480
2006,G”ttingen,Fälle,K03159,286
2007,G”ttingen,Fälle,K03159,295
2008,G”ttingen,Fälle,K03159,277
2009,G”ttingen,Fälle,K03159,126
2010,G”ttingen,Fälle,K03159,225
2011,G”ttingen,Fälle,K03159,267
2012,G”ttingen,Fälle,K03159,368
2013,G”ttingen,Fälle,K03159,280
2014,G”ttingen,Fälle,K03159,301
2015,G”ttingen,Fälle,K03159,356
2016,G”ttingen,Fälle,K03159,344
2017,G”ttingen,Fälle,K03159,301
2018,G”ttingen,Fälle,K03159,374
2019,G”ttingen,Fälle,K03159,380
1991,Hannover,Fälle,,4726
1992,Hannover,Fälle,,5370
1993,Hannover,Fälle,,5337
1994,Hannover,Fälle,,5904
1995,Hannover,Fälle,,4807
1996,Hannover,Fälle,,5435
1997,Hannover,Fälle,,5001
1998,Hannover,Fälle,,6280
1999,Hannover,Fälle,,6127
2000,Hannover,Fälle,,4691
2001,Hannover,Fälle,,4735
2002,Hannover,Fälle,,4615
2003,Hannover,Fälle,,4444
2004,Hannover,Fälle,,3163
2005,Hannover,Fälle,,3440
2006,Hannover,Fälle,,2546
2007,Hannover,Fälle,,2205
2008,Hannover,Fälle,,1922
2009,Hannover,Fälle,,1479
2010,Hannover,Fälle,,2186
2011,Hannover,Fälle,,2105
2012,Hannover,Fälle,,2542
2013,Hannover,Fälle,,2646
2014,Hannover,Fälle,,2493
2015,Hannover,Fälle,,2667
2016,Hannover,Fälle,,2700
2017,Hannover,Fälle,,2828
2018,Hannover,Fälle,,2359
2019,Hannover,Fälle,,2607
0,Hannover-Region,Fälle,K03241,0
1991,Hannover-Region,Fälle,K03241,2064
1992,Hannover-Region,Fälle,K03241,1932
1993,Hannover-Region,Fälle,K03241,1922
1994,Hannover-Region,Fälle,K03241,1954
1995,Hannover-Region,Fälle,K03241,1630
1996,Hannover-Region,Fälle,K03241,1644
1997,Hannover-Region,Fälle,K03241,1779
1998,Hannover-Region,Fälle,K03241,2304
1999,Hannover-Region,Fälle,K03241,2012
2000,Hannover-Region,Fälle,K03241,1641
2001,Hannover-Region,Fälle,K03241,1784
2002,Hannover-Region,Fälle,K03241,1887
2003,Hannover-Region,Fälle,K03241,1844
2004,Hannover-Region,Fälle,K03241,1431
2005,Hannover-Region,Fälle,K03241,1397
2006,Hannover-Region,Fälle,K03241,1153
2007,Hannover-Region,Fälle,K03241,1044
2008,Hannover-Region,Fälle,K03241,882
2009,Hannover-Region,Fälle,K03241,787
2010,Hannover-Region,Fälle,K03241,1122
2011,Hannover-Region,Fälle,K03241,1062
2012,Hannover-Region,Fälle,K03241,1233
2013,Hannover-Region,Fälle,K03241,1264
2014,Hannover-Region,Fälle,K03241,1122
2015,Hannover-Region,Fälle,K03241,1046
2016,Hannover-Region,Fälle,K03241,1030
2017,Hannover-Region,Fälle,K03241,1040
2018,Hannover-Region,Fälle,K03241,851
2019,Hannover-Region,Fälle,K03241,714
0,Hannover-Landeshauptstadt,Fälle,K03241001,0
1991,Hannover-Landeshauptstadt,Fälle,K03241001,331
1992,Hannover-Landeshauptstadt,Fälle,K03241001,238
1993,Hannover-Landeshauptstadt,Fälle,K03241001,235
1994,Hannover-Landeshauptstadt,Fälle,K03241001,243
1995,Hannover-Landeshauptstadt,Fälle,K03241001,195
1996,Hannover-Landeshauptstadt,Fälle,K03241001,181
1997,Hannover-Landeshauptstadt,Fälle,K03241001,286
1998,Hannover-Landeshauptstadt,Fälle,K03241001,311
1999,Hannover-Landeshauptstadt,Fälle,K03241001,365
2000,Hannover-Landeshauptstadt,Fälle,K03241001,248
2001,Hannover-Landeshauptstadt,Fälle,K03241001,215
2002,Hannover-Landeshauptstadt,Fälle,K03241001,270
2003,Hannover-Landeshauptstadt,Fälle,K03241001,334
2004,Hannover-Landeshauptstadt,Fälle,K03241001,240
2005,Hannover-Landeshauptstadt,Fälle,K03241001,181
2006,Hannover-Landeshauptstadt,Fälle,K03241001,221
2007,Hannover-Landeshauptstadt,Fälle,K03241001,182
2008,Hannover-Landeshauptstadt,Fälle,K03241001,179
2009,Hannover-Landeshauptstadt,Fälle,K03241001,144
2010,Hannover-Landeshauptstadt,Fälle,K03241001,158
2011,Hannover-Landeshauptstadt,Fälle,K03241001,183
2012,Hannover-Landeshauptstadt,Fälle,K03241001,235
2013,Hannover-Landeshauptstadt,Fälle,K03241001,259
2014,Hannover-Landeshauptstadt,Fälle,K03241001,191
2015,Hannover-Landeshauptstadt,Fälle,K03241001,155
2016,Hannover-Landeshauptstadt,Fälle,K03241001,138
2017,Hannover-Landeshauptstadt,Fälle,K03241001,129
2018,Hannover-Landeshauptstadt,Fälle,K03241001,108
2019,Hannover-Landeshauptstadt,Fälle,K03241001,108
1991,Diepholz,Fälle,K03251,833
1992,Diepholz,Fälle,K03251,947
1993,Diepholz,Fälle,K03251,928
1994,Diepholz,Fälle,K03251,726
1995,Diepholz,Fälle,K03251,834
1996,Diepholz,Fälle,K03251,979
1997,Diepholz,Fälle,K03251,756
1998,Diepholz,Fälle,K03251,1038
1999,Diepholz,Fälle,K03251,899
2000,Diepholz,Fälle,K03251,710
2001,Diepholz,Fälle,K03251,755
2002,Diepholz,Fälle,K03251,787
2003,Diepholz,Fälle,K03251,665
2004,Diepholz,Fälle,K03251,427
2005,Diepholz,Fälle,K03251,533
2006,Diepholz,Fälle,K03251,384
2007,Diepholz,Fälle,K03251,312
2008,Diepholz,Fälle,K03251,285
2009,Diepholz,Fälle,K03251,150
2010,Diepholz,Fälle,K03251,291
2011,Diepholz,Fälle,K03251,388
2012,Diepholz,Fälle,K03251,463
2013,Diepholz,Fälle,K03251,461
2014,Diepholz,Fälle,K03251,475
2015,Diepholz,Fälle,K03251,591
2016,Diepholz,Fälle,K03251,547
2017,Diepholz,Fälle,K03251,580
2018,Diepholz,Fälle,K03251,452
2019,Diepholz,Fälle,K03251,642
1991,Hameln-Pyrmont,Fälle,K03252,336
1992,Hameln-Pyrmont,Fälle,K03252,415
1993,Hameln-Pyrmont,Fälle,K03252,490
1994,Hameln-Pyrmont,Fälle,K03252,563
1995,Hameln-Pyrmont,Fälle,K03252,339
1996,Hameln-Pyrmont,Fälle,K03252,434
1997,Hameln-Pyrmont,Fälle,K03252,409
1998,Hameln-Pyrmont,Fälle,K03252,483
1999,Hameln-Pyrmont,Fälle,K03252,564
2000,Hameln-Pyrmont,Fälle,K03252,391
2001,Hameln-Pyrmont,Fälle,K03252,369
2002,Hameln-Pyrmont,Fälle,K03252,285
2003,Hameln-Pyrmont,Fälle,K03252,308
2004,Hameln-Pyrmont,Fälle,K03252,261
2005,Hameln-Pyrmont,Fälle,K03252,244
2006,Hameln-Pyrmont,Fälle,K03252,211
2007,Hameln-Pyrmont,Fälle,K03252,154
2008,Hameln-Pyrmont,Fälle,K03252,116
2009,Hameln-Pyrmont,Fälle,K03252,66
2010,Hameln-Pyrmont,Fälle,K03252,95
2011,Hameln-Pyrmont,Fälle,K03252,120
2012,Hameln-Pyrmont,Fälle,K03252,113
2013,Hameln-Pyrmont,Fälle,K03252,127
2014,Hameln-Pyrmont,Fälle,K03252,133
2015,Hameln-Pyrmont,Fälle,K03252,139
2016,Hameln-Pyrmont,Fälle,K03252,181
2017,Hameln-Pyrmont,Fälle,K03252,189
2018,Hameln-Pyrmont,Fälle,K03252,176
2019,Hameln-Pyrmont,Fälle,K03252,219
1991,Hildesheim,Fälle,K03254,389
1992,Hildesheim,Fälle,K03254,815
1993,Hildesheim,Fälle,K03254,413
1994,Hildesheim,Fälle,K03254,896
1995,Hildesheim,Fälle,K03254,726
1996,Hildesheim,Fälle,K03254,824
1997,Hildesheim,Fälle,K03254,697
1998,Hildesheim,Fälle,K03254,859
1999,Hildesheim,Fälle,K03254,1074
2000,Hildesheim,Fälle,K03254,700
2001,Hildesheim,Fälle,K03254,610
2002,Hildesheim,Fälle,K03254,558
2003,Hildesheim,Fälle,K03254,644
2004,Hildesheim,Fälle,K03254,417
2005,Hildesheim,Fälle,K03254,523
2006,Hildesheim,Fälle,K03254,306
2007,Hildesheim,Fälle,K03254,254
2008,Hildesheim,Fälle,K03254,249
2009,Hildesheim,Fälle,K03254,218
2010,Hildesheim,Fälle,K03254,259
2011,Hildesheim,Fälle,K03254,205
2012,Hildesheim,Fälle,K03254,304
2013,Hildesheim,Fälle,K03254,277
2014,Hildesheim,Fälle,K03254,288
2015,Hildesheim,Fälle,K03254,322
2016,Hildesheim,Fälle,K03254,288
2017,Hildesheim,Fälle,K03254,362
2018,Hildesheim,Fälle,K03254,282
2019,Hildesheim,Fälle,K03254,313
1991,Holzminden,Fälle,K03255,225
1992,Holzminden,Fälle,K03255,219
1993,Holzminden,Fälle,K03255,258
1994,Holzminden,Fälle,K03255,292
1995,Holzminden,Fälle,K03255,260
1996,Holzminden,Fälle,K03255,247
1997,Holzminden,Fälle,K03255,251
1998,Holzminden,Fälle,K03255,358
1999,Holzminden,Fälle,K03255,256
2000,Holzminden,Fälle,K03255,174
2001,Holzminden,Fälle,K03255,147
2002,Holzminden,Fälle,K03255,151
2003,Holzminden,Fälle,K03255,149
2004,Holzminden,Fälle,K03255,87
2005,Holzminden,Fälle,K03255,98
2006,Holzminden,Fälle,K03255,56
2007,Holzminden,Fälle,K03255,58
2008,Holzminden,Fälle,K03255,46
2009,Holzminden,Fälle,K03255,28
2010,Holzminden,Fälle,K03255,41
2011,Holzminden,Fälle,K03255,41
2012,Holzminden,Fälle,K03255,49
2013,Holzminden,Fälle,K03255,41
2014,Holzminden,Fälle,K03255,64
2015,Holzminden,Fälle,K03255,52
2016,Holzminden,Fälle,K03255,56
2017,Holzminden,Fälle,K03255,68
2018,Holzminden,Fälle,K03255,52
2019,Holzminden,Fälle,K03255,99
1991,Nienburg (Weser),Fälle,K03256,387
1992,Nienburg (Weser),Fälle,K03256,434
1993,Nienburg (Weser),Fälle,K03256,593
1994,Nienburg (Weser),Fälle,K03256,581
1995,Nienburg (Weser),Fälle,K03256,468
1996,Nienburg (Weser),Fälle,K03256,556
1997,Nienburg (Weser),Fälle,K03256,539
1998,Nienburg (Weser),Fälle,K03256,602
1999,Nienburg (Weser),Fälle,K03256,624
2000,Nienburg (Weser),Fälle,K03256,448
2001,Nienburg (Weser),Fälle,K03256,404
2002,Nienburg (Weser),Fälle,K03256,391
2003,Nienburg (Weser),Fälle,K03256,373
2004,Nienburg (Weser),Fälle,K03256,263
2005,Nienburg (Weser),Fälle,K03256,269
2006,Nienburg (Weser),Fälle,K03256,191
2007,Nienburg (Weser),Fälle,K03256,143
2008,Nienburg (Weser),Fälle,K03256,147
2009,Nienburg (Weser),Fälle,K03256,126
2010,Nienburg (Weser),Fälle,K03256,202
2011,Nienburg (Weser),Fälle,K03256,129
2012,Nienburg (Weser),Fälle,K03256,205
2013,Nienburg (Weser),Fälle,K03256,219
2014,Nienburg (Weser),Fälle,K03256,221
2015,Nienburg (Weser),Fälle,K03256,261
2016,Nienburg (Weser),Fälle,K03256,260
2017,Nienburg (Weser),Fälle,K03256,277
2018,Nienburg (Weser),Fälle,K03256,241
2019,Nienburg (Weser),Fälle,K03256,334
1991,Schaumburg,Fälle,K03257,492
1992,Schaumburg,Fälle,K03257,608
1993,Schaumburg,Fälle,K03257,733
1994,Schaumburg,Fälle,K03257,892
1995,Schaumburg,Fälle,K03257,550
1996,Schaumburg,Fälle,K03257,751
1997,Schaumburg,Fälle,K03257,570
1998,Schaumburg,Fälle,K03257,636
1999,Schaumburg,Fälle,K03257,698
2000,Schaumburg,Fälle,K03257,627
2001,Schaumburg,Fälle,K03257,666
2002,Schaumburg,Fälle,K03257,556
2003,Schaumburg,Fälle,K03257,461
2004,Schaumburg,Fälle,K03257,277
2005,Schaumburg,Fälle,K03257,376
2006,Schaumburg,Fälle,K03257,245
2007,Schaumburg,Fälle,K03257,240
2008,Schaumburg,Fälle,K03257,197
2009,Schaumburg,Fälle,K03257,104
2010,Schaumburg,Fälle,K03257,176
2011,Schaumburg,Fälle,K03257,160
2012,Schaumburg,Fälle,K03257,175
2013,Schaumburg,Fälle,K03257,257
2014,Schaumburg,Fälle,K03257,190
2015,Schaumburg,Fälle,K03257,256
2016,Schaumburg,Fälle,K03257,338
2017,Schaumburg,Fälle,K03257,312
2018,Schaumburg,Fälle,K03257,305
2019,Schaumburg,Fälle,K03257,286
1991,Lneburg,Fälle,,5575
1992,Lneburg,Fälle,,6023
1993,Lneburg,Fälle,,7987
1994,Lneburg,Fälle,,7853
1995,Lneburg,Fälle,,6558
1996,Lneburg,Fälle,,6980
1997,Lneburg,Fälle,,6680
1998,Lneburg,Fälle,,8936
1999,Lneburg,Fälle,,8355
2000,Lneburg,Fälle,,5643
2001,Lneburg,Fälle,,5309
2002,Lneburg,Fälle,,4951
2003,Lneburg,Fälle,,4923
2004,Lneburg,Fälle,,3817
2005,Lneburg,Fälle,,3910
2006,Lneburg,Fälle,,3201
2007,Lneburg,Fälle,,2593
2008,Lneburg,Fälle,,2600
2009,Lneburg,Fälle,,2090
2010,Lneburg,Fälle,,3129
2011,Lneburg,Fälle,,2958
2012,Lneburg,Fälle,,3874
2013,Lneburg,Fälle,,3713
2014,Lneburg,Fälle,,3343
2015,Lneburg,Fälle,,4003
2016,Lneburg,Fälle,,3873
2017,Lneburg,Fälle,,4185
2018,Lneburg,Fälle,,3954
2019,Lneburg,Fälle,,3897
1991,Celle,Fälle,K03351,454
1992,Celle,Fälle,K03351,568
1993,Celle,Fälle,K03351,606
1994,Celle,Fälle,K03351,830
1995,Celle,Fälle,K03351,579
1996,Celle,Fälle,K03351,653
1997,Celle,Fälle,K03351,594
1998,Celle,Fälle,K03351,1056
1999,Celle,Fälle,K03351,833
2000,Celle,Fälle,K03351,419
2001,Celle,Fälle,K03351,575
2002,Celle,Fälle,K03351,486
2003,Celle,Fälle,K03351,570
2004,Celle,Fälle,K03351,370
2005,Celle,Fälle,K03351,362
2006,Celle,Fälle,K03351,316
2007,Celle,Fälle,K03351,218
2008,Celle,Fälle,K03351,277
2009,Celle,Fälle,K03351,153
2010,Celle,Fälle,K03351,203
2011,Celle,Fälle,K03351,192
2012,Celle,Fälle,K03351,297
2013,Celle,Fälle,K03351,330
